,Pclass,Name,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
706,2,1,0,0.19284273288439957,0,0,-0.036508182568111745,0,2.0,1
707,1,1,1,0.15534273288439956,0,0,-0.011548644833389615,1,2.0,1
708,1,0,0,-0.09465726711560044,0,0,0.23294747211641534,0,2.0,1
709,3,0,1,-0.31965726711560044,1,1,-0.03310060790713205,0,0.0,1
710,1,0,0,-0.06965726711560043,0,0,0.033767335594819425,1,0.0,1
711,1,1,1,-0.16965726711560042,0,0,-0.011036278956137255,1,2.0,0
712,1,1,1,0.23034273288439958,1,0,0.038638812762234444,1,2.0,1
713,3,1,1,-0.0071572671156004295,0,0,-0.04434825883157672,0,2.0,0
714,2,1,1,0.2803427328843996,0,0,-0.037484117572401957,0,2.0,0
715,3,1,1,-0.13215726711560044,0,0,-0.047926622118307206,2,2.0,0
716,1,0,0,0.10534273288439958,0,0,0.38124079601831273,1,0.0,1
717,2,0,0,-0.03215726711560043,0,0,-0.042363792593853006,1,2.0,1
718,3,1,1,0.04284273288439957,0,0,-0.0326044425509509,0,1.0,0
719,3,1,1,0.04284273288439957,0,0,-0.04768263836723465,0,2.0,0
720,2,0,0,-0.2946572671156004,0,1,0.0015532825992064557,0,2.0,1
721,3,1,1,-0.15715726711560044,1,0,-0.049089546269419415,0,2.0,0
722,2,1,1,0.05534273288439957,0,0,-0.037484117572401957,0,2.0,0
723,2,1,1,0.25534273288439957,0,0,-0.037484117572401957,0,2.0,0
724,1,1,1,-0.03215726711560043,1,0,0.04078586977167291,1,2.0,1
725,3,1,1,-0.11965726711560043,0,0,-0.045950353734619524,0,2.0,0
726,2,1,0,0.00534273288439957,3,0,-0.02186915750375859,0,2.0,1
727,3,0,0,0.04284273288439957,0,0,-0.04775583349255642,0,1.0,1
728,2,1,1,-0.05715726711560043,1,0,-0.012109807460856489,0,2.0,0
729,3,0,0,-0.05715726711560043,1,0,-0.047389857865947585,0,2.0,0
730,1,0,0,-0.0071572671156004295,0,0,0.3496449002544172,1,2.0,1
731,3,1,1,-0.23215726711560042,0,0,-0.02618766989774277,0,0.0,0
732,2,1,1,0.04284273288439957,0,0,-0.06285842768394742,0,2.0,0
733,2,1,1,-0.08215726711560042,0,0,-0.037484117572401957,0,2.0,0
734,2,1,1,-0.08215726711560042,0,0,-0.037484117572401957,0,2.0,0
735,3,1,1,-0.013407267115600429,0,0,-0.03143332054580265,0,2.0,0
736,3,1,0,0.23034273288439958,1,3,0.004237103861004534,0,2.0,0
737,1,1,1,0.06784273288439957,0,0,0.9371415723160527,1,0.0,1
738,3,1,1,0.23034273288439958,0,0,-0.047446852470198135,0,2.0,0
739,3,1,1,-0.14465726711560042,0,0,-0.047446852470198135,0,2.0,0
740,1,1,1,0.25534273288439957,0,0,-0.004302327426534806,1,2.0,1
741,1,1,1,0.08034273288439957,1,0,0.09104652249261873,1,2.0,0
742,1,0,0,-0.10715726711560043,2,2,0.44926346581734045,4,0.0,1
743,3,1,1,-0.06965726711560043,1,0,-0.03143332054580265,0,2.0,0
744,3,1,1,0.01784273288439957,0,0,-0.047389857865947585,0,2.0,1
745,1,4,1,0.5053427328843996,1,1,0.07572434292526244,1,2.0,0
746,3,1,1,-0.16965726711560042,1,1,-0.023333060010193904,0,2.0,0
747,2,0,0,0.00534273288439957,0,0,-0.037484117572401957,0,2.0,1
748,1,1,1,-0.13215726711560044,1,0,0.04078586977167291,1,2.0,0
749,3,1,1,0.01784273288439957,0,0,-0.047731435117449164,0,1.0,0
750,2,0,0,-0.31965726711560044,1,1,-0.01796541748659775,0,2.0,1
751,3,0,1,-0.2946572671156004,0,1,-0.03850884932690667,1,2.0,1
752,3,1,1,0.04284273288439957,0,0,-0.04431566260243343,0,2.0,0
753,3,1,1,-0.08215726711560042,0,0,-0.047446852470198135,0,2.0,0
754,2,1,0,0.23034273288439958,1,2,0.06401312287377992,0,2.0,1
755,2,0,1,-0.3612822671156004,1,1,-0.03455631255953132,0,2.0,1
756,3,1,1,-0.01965726711560043,0,0,-0.04764203947105618,0,2.0,0
757,2,1,1,-0.14465726711560042,0,0,-0.04041192258527258,0,2.0,0
758,3,1,1,0.05534273288439957,0,0,-0.04714587411487504,0,2.0,0
759,1,3,0,0.04284273288439957,0,0,0.10597832805825895,1,2.0,1
760,3,1,1,-0.03215726711560043,0,0,-0.03455631255953132,0,2.0,0
761,3,1,1,0.14284273288439958,0,0,-0.04895135387281192,0,2.0,0
762,3,1,1,-0.11965726711560043,0,0,-0.04874796901791785,0,0.0,1
763,1,1,0,0.08034273288439957,1,2,0.17136597334570303,2,2.0,1
764,3,1,1,-0.16965726711560042,0,0,-0.04768263836723465,0,2.0,0
765,1,1,0,0.2678427328843996,1,0,0.08930604000596756,1,2.0,1
766,1,2,1,0.2803427328843996,0,0,0.014435624655837235,0,0.0,0
767,3,0,0,0.01159273288439957,0,0,-0.047731435117449164,0,1.0,0
768,3,1,1,0.11784273288439957,1,0,-0.01572076697673027,0,1.0,0
769,3,1,1,0.03034273288439957,0,0,-0.04653591473719365,0,2.0,0
770,3,1,1,-0.06965726711560043,0,0,-0.04431566260243343,0,2.0,0
771,3,1,1,0.23034273288439958,0,0,-0.047528050262555084,0,2.0,0
772,2,1,0,0.3428427328843996,0,0,-0.042363792593853006,1,2.0,0
773,3,1,1,0.01784273288439957,0,0,-0.04875616687195388,0,0.0,0
774,2,1,0,0.30534273288439956,1,3,-0.01796541748659775,0,2.0,1
775,3,1,1,-0.14465726711560042,0,0,-0.047731435117449164,0,2.0,0
776,3,1,1,-0.09465726711560044,0,0,-0.047731435117449164,1,1.0,0
777,3,0,0,-0.30715726711560043,0,0,-0.03850884932690667,0,2.0,1
778,3,1,1,0.30534273288439956,0,0,-0.04775583349255642,0,1.0,0
779,1,1,0,0.16784273288439958,0,1,0.3496449002544172,1,2.0,1
780,3,0,0,-0.20715726711560042,0,0,-0.04874796901791785,0,0.0,1
781,1,1,0,-0.15715726711560044,1,0,0.04839816280513655,1,2.0,1
782,1,1,1,-0.0071572671156004295,0,0,-0.004302327426534806,1,2.0,0
783,3,1,1,0.00534273288439957,1,2,-0.017087075982736562,0,2.0,0
784,3,1,1,-0.05715726711560043,0,0,-0.04909774412345545,0,2.0,0
785,3,1,1,-0.05715726711560043,0,0,-0.048707370121739375,0,2.0,0
786,3,0,0,-0.14465726711560042,0,0,-0.048227600473630304,0,2.0,1
787,3,0,1,-0.26965726711560045,4,1,-0.0060102136840426736,0,1.0,0
788,3,0,1,-0.3571572671156004,1,2,-0.022698702257405272,0,2.0,1
789,1,1,1,0.20534273288439958,0,0,0.09172967699562189,2,0.0,0
790,3,1,1,0.18034273288439956,0,0,-0.047731435117449164,0,1.0,0
